"Hospital","State","Local Hospital Network (LHN)","Peer group","Interval","Time period","Patient cohort","Number of surgeries","","Median waiting time (days)",".1","Peer group median (days)",".2","Percentage who waited more than 365 days for surgery",".3","Peer group average",".4"
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2014–15","S06 Ophthalmology","936","","324","","162","","0","","0.062",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2015–16","S06 Ophthalmology","957","","317","","197","","0.0030000000000000001","","0.076999999999999999",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2016–17","S06 Ophthalmology","1000","","335","","Not peered","","0.035999999999999997","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2017–18","S06 Ophthalmology","1087","","329","","Not peered","","0.0089999999999999993","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2011–12","S07 Orthopaedic surgery","685","","85","","78","","0.090999999999999998","","0.075999999999999998",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2012–13","S07 Orthopaedic surgery","570","","90","","79","","0.033000000000000002","","0.08",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2013–14","S07 Orthopaedic surgery","449","","63","","79","","0.0040000000000000001","","0.067000000000000004",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2014–15","S07 Orthopaedic surgery","336","","80","","79","","0.0060000000000000001","","0.060999999999999999",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2015–16","S07 Orthopaedic surgery","390","","78","","92","","0.012999999999999999","","0.066000000000000003",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2016–17","S07 Orthopaedic surgery","353","","231","","Not peered","","0.0030000000000000001","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2017–18","S07 Orthopaedic surgery","477","","156","","Not peered","","0","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2011–12","S09 Urology","530","","65","","31","","0.032000000000000001","","0.015",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2012–13","S09 Urology","561","","52","","28","","0.0089999999999999993","","0.015",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2013–14","S09 Urology","588","","61","","27","","0.0070000000000000001","","0.014",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2014–15","S09 Urology","729","","62","","27","","0.01","","0.014",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2015–16","S09 Urology","752","","50","","27","","0.0030000000000000001","","0.015",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2016–17","S09 Urology","870","","34","","Not peered","","0","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2017–18","S09 Urology","739","","35","","Not peered","","0","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2014–15","S10 Vascular surgery","8","","NP","","17","","NP","","0.010999999999999999",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2015–16","S10 Vascular surgery","7","","NP","","19","","NP","","0.005",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2011–12","S11 Other surgery","24","","5","","15","","NP","","0.0080000000000000002",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2012–13","S11 Other surgery","30","","5","","17","","NP","","0.019",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2013–14","S11 Other surgery","26","","4","","10","","NP","","0.041000000000000002",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2014–15","S11 Other surgery","37","","14","","12","","NP","","0.0080000000000000002",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2015–16","S11 Other surgery","42","","3","","11","","NP","","0.002",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2016–17","S11 Other surgery","51","","2","","Not peered","","0","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2017–18","S11 Other surgery","39","","3","","Not peered","","NP","","Not peered",""
"Tamworth Hospital","NSW","Hunter New England","Large regional hospitals","FY","2017–18","S12 Paediatric surgery","17","","53","","Not peered","","NP","","Not peered",""
"Temora Hospital","NSW","Murrumbidgee","Small hospitals","FY","2011–12","S03 General surgery","<5","","NP","","28","","NP","","0.0040000000000000001",""
"Temora Hospital","NSW","Murrumbidgee","Small hospitals","FY","2011–12","S11 Other surgery","8","","NP","","35","","NP","","0.0070000000000000001",""
"Temora Hospital","NSW","Murrumbidgee","Small hospitals","FY","2012–13","S11 Other surgery","10","","15","","30","","NP","","0.002",""
"Temora Hospital","NSW","Murrumbidgee","Small hospitals","FY","2013–14","S11 Other surgery","12","","2","","28","","NP","","0.0030000000000000001",""
"Temora Hospital","NSW","Murrumbidgee","Small hospitals","FY","2015–16","S11 Other surgery","<5","","NP","","14","","NP","","0.002",""
"Temora Hospital","NSW","Murrumbidgee","Small hospitals","FY","2017–18","S11 Other surgery","<5","","NP","","Not peered","","NP","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2011–12","S01 Cardio-thoracic surgery","299","","36","","35","","0","","0",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2012–13","S01 Cardio-thoracic surgery","265","","29","","19","","0","","0.0070000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2013–14","S01 Cardio-thoracic surgery","319","","43","","29","","0.0030000000000000001","","0.0080000000000000002",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2014–15","S01 Cardio-thoracic surgery","308","","38","","44","","0.0030000000000000001","","0.025999999999999999",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2015–16","S01 Cardio-thoracic surgery","307","","44","","44","","0","","0.010999999999999999",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2016–17","S01 Cardio-thoracic surgery","277","","43","","Not peered","","0","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2017–18","S01 Cardio-thoracic surgery","270","","55","","Not peered","","0.0040000000000000001","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2011–12","S02 Ear, nose and throat surgery","1319","","89","","62","","0.11600000000000001","","0.041000000000000002",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2012–13","S02 Ear, nose and throat surgery","1111","","87","","62","","0.063","","0.035999999999999997",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2013–14","S02 Ear, nose and throat surgery","983","","78","","66","","0.02","","0.045",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2014–15","S02 Ear, nose and throat surgery","875","","70","","77","","0.031","","0.048000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2015–16","S02 Ear, nose and throat surgery","977","","87","","72","","0.092999999999999999","","0.029000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2016–17","S02 Ear, nose and throat surgery","907","","85","","Not peered","","0.075","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2017–18","S02 Ear, nose and throat surgery","850","","83","","Not peered","","0.066000000000000003","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2011–12","S03 General surgery","1930","","23","","24","","0.0030000000000000001","","0.0040000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2012–13","S03 General surgery","1708","","23","","27","","0.025999999999999999","","0.024",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2013–14","S03 General surgery","1864","","22","","30","","0.053999999999999999","","0.024",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2014–15","S03 General surgery","1811","","30","","29","","0.050999999999999997","","0.021000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2015–16","S03 General surgery","1867","","34","","32","","0.034000000000000002","","0.017000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2016–17","S03 General surgery","1913","","26","","Not peered","","0.015","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2017–18","S03 General surgery","47","","10","","Not peered","","NP","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2011–12","S04 Gynaecology","28","","25","","13","","NP","","0",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2012–13","S04 Gynaecology","36","","39","","7","","NP","","0",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2013–14","S04 Gynaecology","31","","46","","12","","NP","","0",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2014–15","S04 Gynaecology","41","","35","","13","","NP","","0.001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2015–16","S04 Gynaecology","52","","31","","21","","0.019","","0.001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2016–17","S04 Gynaecology","51","","35","","Not peered","","0","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2017–18","S04 Gynaecology","58","","45","","Not peered","","0.017000000000000001","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2011–12","S05 Neurosurgery","149","","18","","14","","0","","0",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2012–13","S05 Neurosurgery","133","","14","","19","","0","","0",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2013–14","S05 Neurosurgery","128","","19","","18","","0","","0.0030000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2014–15","S05 Neurosurgery","119","","13","","19","","0","","0.0070000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2015–16","S05 Neurosurgery","126","","11","","20","","0","","0.0030000000000000001",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2016–17","S05 Neurosurgery","138","","18","","Not peered","","0","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2017–18","S05 Neurosurgery","109","","14","","Not peered","","0","","Not peered",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2011–12","S06 Ophthalmology","616","","63","","48","","0.051999999999999998","","0.024",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2012–13","S06 Ophthalmology","587","","63","","55","","0.045999999999999999","","0.024",""
"The Children's Hospital at Westmead","NSW","Sydney Children's Hospitals Network","Children's hospitals","FY","2013–14","S06 Ophthalmology","556","","65","","60","","0.037999999999999999","","0.033000000000000002",""
