"Hospital","State","Services"
"Port Augusta Hospital and Regional Health Services","SA","Emergency department"
"Port Augusta Hospital and Regional Health Services","SA","Maintenance renal dialysis unit"
"Port Augusta Hospital and Regional Health Services","SA","Obstetric services"
"Port Augusta Hospital and Regional Health Services","SA","Oncology unit"
"Port Augusta Hospital and Regional Health Services","SA","Paediatric service"
"Port Broughton and District Hospital and Health Service","SA","Domiciliary care unit"
"Port Broughton and District Hospital and Health Service","SA","Nursing home care unit"
"Port Lincoln Health Service","SA","Domiciliary care unit"
"Port Lincoln Health Service","SA","Emergency department"
"Port Lincoln Health Service","SA","Maintenance renal dialysis unit"
"Port Lincoln Health Service","SA","Obstetric services"
"Port Lincoln Health Service","SA","Oncology unit"
"Port Pirie Regional Health Service","SA","Acute renal dialysis unit"
"Port Pirie Regional Health Service","SA","Domiciliary care unit"
"Port Pirie Regional Health Service","SA","Emergency department"
"Port Pirie Regional Health Service","SA","Hospice care unit"
"Port Pirie Regional Health Service","SA","Nursing home care unit"
"Port Pirie Regional Health Service","SA","Obstetric services"
"Port Pirie Regional Health Service","SA","Oncology unit"
"Quorn Health Service","SA","Domiciliary care unit"
"Quorn Health Service","SA","Nursing home care unit"
"Renmark Paringa District Hospital","SA","Domiciliary care unit"
"Renmark Paringa District Hospital","SA","Nursing home care unit"
"Riverland General Hospital","SA","Domiciliary care unit"
"Riverland General Hospital","SA","Emergency department"
"Riverland General Hospital","SA","Maintenance renal dialysis unit"
"Riverland General Hospital","SA","Obstetric services"
"Riverland General Hospital","SA","Oncology unit"
"Riverland General Hospital","SA","Psychiatric unit"
"Riverland General Hospital","SA","Rehabilitation unit"
"Riverton District Soldiers' Memorial Hospital","SA","Domiciliary care unit"
"Riverton District Soldiers' Memorial Hospital","SA","Nursing home care unit"
"Roxby Downs Health Service","SA","Domiciliary care unit"
"Royal Adelaide Hospital","SA","Acute renal dialysis unit"
"Royal Adelaide Hospital","SA","Acute spinal cord injury unit"
"Royal Adelaide Hospital","SA","AIDS unit"
"Royal Adelaide Hospital","SA","Alcohol and drug unit"
"Royal Adelaide Hospital","SA","Bone marrow transplantation unit"
"Royal Adelaide Hospital","SA","Burns unit"
"Royal Adelaide Hospital","SA","Cardiac surgery unit"
"Royal Adelaide Hospital","SA","Clinical genetics unit"
"Royal Adelaide Hospital","SA","Coronary care unit"
"Royal Adelaide Hospital","SA","Diabetes unit"
"Royal Adelaide Hospital","SA","Emergency department"
"Royal Adelaide Hospital","SA","Epilepsy centre"
"Royal Adelaide Hospital","SA","Geriatric assessment unit"
"Royal Adelaide Hospital","SA","Infectious diseases unit"
"Royal Adelaide Hospital","SA","Intensive care unit"
"Royal Adelaide Hospital","SA","Maintenance renal dialysis unit"
"Royal Adelaide Hospital","SA","Major plastic or reconstructive surgery unit"
"Royal Adelaide Hospital","SA","Neurosurgical unit"
"Royal Adelaide Hospital","SA","Oncology unit"
"Royal Adelaide Hospital","SA","Psychiatric unit"
"Royal Adelaide Hospital","SA","Renal transplantation unit"
"Snowtown Hospital and Health Service","SA","Domiciliary care unit"
"Snowtown Hospital and Health Service","SA","Nursing home care unit"
"South Coast District Hospital","SA","Domiciliary care unit"
"South Coast District Hospital","SA","Maintenance renal dialysis unit"
"South Coast District Hospital","SA","Obstetric services"
"South Coast District Hospital","SA","Oncology unit"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Domiciliary care unit"
"St Margaret's Hospital","SA","Geriatric assessment unit"
"St Margaret's Hospital","SA","Nursing home care unit"
"Strathalbyn and District Health Service","SA","Domiciliary care unit"
"Strathalbyn and District Health Service","SA","Nursing home care unit"
"Strathalbyn and District Health Service","SA","Rehabilitation unit"
"Streaky Bay Hospital","SA","Domiciliary care unit"
"Streaky Bay Hospital","SA","Nursing home care unit"
"Tailem Bend District Hospital","SA","Domiciliary care unit"
"Tailem Bend District Hospital","SA","Nursing home care unit"
"Tanunda War Memorial Hospital","SA","Domiciliary care unit"
"Tanunda War Memorial Hospital","SA","Obstetric services"
"The Queen Elizabeth Hospital","SA","Acute renal dialysis unit"
"The Queen Elizabeth Hospital","SA","Coronary care unit"
"The Queen Elizabeth Hospital","SA","Diabetes unit"
"The Queen Elizabeth Hospital","SA","Emergency department"
"The Queen Elizabeth Hospital","SA","Geriatric assessment unit"
"The Queen Elizabeth Hospital","SA","Hospice care unit"
"The Queen Elizabeth Hospital","SA","Infectious diseases unit"
"The Queen Elizabeth Hospital","SA","Intensive care unit"
"The Queen Elizabeth Hospital","SA","Maintenance renal dialysis unit"
"The Queen Elizabeth Hospital","SA","Major plastic or reconstructive surgery unit"
"The Queen Elizabeth Hospital","SA","Oncology unit"
"The Queen Elizabeth Hospital","SA","Psychiatric unit"
"The Queen Elizabeth Hospital","SA","Sleep centre"
"Tumby Bay Hospital and Health Services","SA","Domiciliary care unit"
"Tumby Bay Hospital and Health Services","SA","Nursing home care unit"
"Waikerie Health Service","SA","Domiciliary care unit"
"Waikerie Health Service","SA","Nursing home care unit"
"Waikerie Health Service","SA","Obstetric services"
"Whyalla Hospital and Health Services","SA","Coronary care unit"
"Whyalla Hospital and Health Services","SA","Domiciliary care unit"
"Whyalla Hospital and Health Services","SA","Emergency department"
"Whyalla Hospital and Health Services","SA","Hospice care unit"
"Whyalla Hospital and Health Services","SA","Maintenance renal dialysis unit"
"Whyalla Hospital and Health Services","SA","Obstetric services"
"Whyalla Hospital and Health Services","SA","Oncology unit"
"Whyalla Hospital and Health Services","SA","Psychiatric unit"
"Whyalla Hospital and Health Services","SA","Rehabilitation unit"
"Women's and Children's Hospital","SA","Acute renal dialysis unit"
"Women's and Children's Hospital","SA","Burns unit"
"Women's and Children's Hospital","SA","Clinical genetics unit"
"Women's and Children's Hospital","SA","Diabetes unit"
"Women's and Children's Hospital","SA","Domiciliary care unit"
"Women's and Children's Hospital","SA","Emergency department"
"Women's and Children's Hospital","SA","Intensive care unit"
"Women's and Children's Hospital","SA","Maintenance renal dialysis unit"
"Women's and Children's Hospital","SA","Major plastic or reconstructive surgery unit"
"Women's and Children's Hospital","SA","Neonatal intensive care unit"
"Women's and Children's Hospital","SA","Neurosurgical unit"
"Women's and Children's Hospital","SA","Obstetric services"
"Women's and Children's Hospital","SA","Oncology unit"
"Women's and Children's Hospital","SA","Paediatric service"
"Women's and Children's Hospital","SA","Psychiatric unit"
"Women's and Children's Hospital","SA","Rehabilitation unit"
"Women's and Children's Hospital","SA","Renal transplantation unit"
"Women's and Children's Hospital","SA","Sleep centre"
"Wudinna Hospital","SA","Domiciliary care unit"
"Wudinna Hospital","SA","Nursing home care unit"
"Albany Hospital","WA","Emergency department"
"Albany Hospital","WA","Maintenance renal dialysis unit"
"Albany Hospital","WA","Obstetric services"
"Albany Hospital","WA","Oncology unit"
"Albany Hospital","WA","Psychiatric unit"
"Albany Hospital","WA","Rehabilitation unit"
"Armadale-Kelmscott Memorial Hospital","WA","Emergency department"
"Armadale-Kelmscott Memorial Hospital","WA","Geriatric assessment unit"
"Armadale-Kelmscott Memorial Hospital","WA","Maintenance renal dialysis unit"
"Armadale-Kelmscott Memorial Hospital","WA","Obstetric services"
"Armadale-Kelmscott Memorial Hospital","WA","Paediatric service"
"Armadale-Kelmscott Memorial Hospital","WA","Psychiatric unit"
"Armadale-Kelmscott Memorial Hospital","WA","Rehabilitation unit"
"Augusta Hospital","WA","Domiciliary care unit"
"Augusta Hospital","WA","Nursing home care unit"
"Bentley Hospital","WA","Geriatric assessment unit"
"Bentley Hospital","WA","Obstetric services"
"Bentley Hospital","WA","Psychiatric unit"
"Bentley Hospital","WA","Rehabilitation unit"
"Beverley Hospital","WA","Domiciliary care unit"
"Beverley Hospital","WA","Hospice care unit"
"Beverley Hospital","WA","Nursing home care unit"
"Boddington Hospital","WA","Domiciliary care unit"
"Boddington Hospital","WA","Hospice care unit"
"Boddington Hospital","WA","Nursing home care unit"
"Boyup Brook Soldiers Memorial Hospital","WA","Domiciliary care unit"
"Boyup Brook Soldiers Memorial Hospital","WA","Nursing home care unit"
"Bridgetown Hospital","WA","Domiciliary care unit"
"Bridgetown Hospital","WA","Nursing home care unit"
"Bridgetown Hospital","WA","Obstetric services"
"Broome Hospital","WA","Emergency department"
"Broome Hospital","WA","Obstetric services"
"Broome Hospital","WA","Psychiatric unit"
"Bruce Rock Memorial Hospital","WA","Domiciliary care unit"
"Bruce Rock Memorial Hospital","WA","Hospice care unit"
"Bruce Rock Memorial Hospital","WA","Nursing home care unit"
"Bunbury Hospital","WA","Acute renal dialysis unit"
"Bunbury Hospital","WA","Coronary care unit"
"Bunbury Hospital","WA","Emergency department"
"Bunbury Hospital","WA","Geriatric assessment unit"
"Bunbury Hospital","WA","Hospice care unit"
"Bunbury Hospital","WA","Maintenance renal dialysis unit"
"Bunbury Hospital","WA","Obstetric services"
"Bunbury Hospital","WA","Oncology unit"
"Bunbury Hospital","WA","Paediatric service"
"Bunbury Hospital","WA","Psychiatric unit"
"Bunbury Hospital","WA","Rehabilitation unit"
"Busselton Health Campus","WA","Emergency department"
"Busselton Health Campus","WA","Hospice care unit"
"Busselton Health Campus","WA","Maintenance renal dialysis unit"
"Busselton Health Campus","WA","Obstetric services"
"Carnarvon Hospital","WA","Domiciliary care unit"
"Carnarvon Hospital","WA","Nursing home care unit"
"Carnarvon Hospital","WA","Obstetric services"
"Collie Hospital","WA","Domiciliary care unit"
"Collie Hospital","WA","Obstetric services"
"Corrigin Hospital","WA","Domiciliary care unit"
"Corrigin Hospital","WA","Hospice care unit"
"Corrigin Hospital","WA","Nursing home care unit"
"Dalwallinu Hospital","WA","Domiciliary care unit"
"Dalwallinu Hospital","WA","Hospice care unit"
"Dalwallinu Hospital","WA","Nursing home care unit"
"Denmark Hospital and Health Service","WA","Domiciliary care unit"
"Denmark Hospital and Health Service","WA","Hospice care unit"
"Denmark Hospital and Health Service","WA","Nursing home care unit"
"Derby Hospital","WA","Obstetric services"
"Dongara Eneabba Mingenew Health Service","WA","Domiciliary care unit"
"Dongara Eneabba Mingenew Health Service","WA","Nursing home care unit"
"Donnybrook Hospital","WA","Domiciliary care unit"
"Donnybrook Hospital","WA","Nursing home care unit"
"Dumbleyung Memorial Hospital","WA","Domiciliary care unit"
"Dumbleyung Memorial Hospital","WA","Hospice care unit"
"Dumbleyung Memorial Hospital","WA","Nursing home care unit"
"Esperance Hospital","WA","Obstetric services"
"Esperance Hospital","WA","Oncology unit"
"Exmouth Hospital","WA","Domiciliary care unit"
"Exmouth Hospital","WA","Nursing home care unit"
"Fiona Stanley Hospital","WA","Acute renal dialysis unit"
"Fiona Stanley Hospital","WA","AIDS unit"
"Fiona Stanley Hospital","WA","Bone marrow transplantation unit"
"Fiona Stanley Hospital","WA","Burns unit"
"Fiona Stanley Hospital","WA","Cardiac surgery unit"
"Fiona Stanley Hospital","WA","Coronary care unit"
"Fiona Stanley Hospital","WA","Diabetes unit"
"Fiona Stanley Hospital","WA","Emergency department"
"Fiona Stanley Hospital","WA","Geriatric assessment unit"
"Fiona Stanley Hospital","WA","Heart transplantation unit"
"Fiona Stanley Hospital","WA","Infectious diseases unit"
"Fiona Stanley Hospital","WA","Intensive care unit"
"Fiona Stanley Hospital","WA","Maintenance renal dialysis unit"
"Fiona Stanley Hospital","WA","Major plastic or reconstructive surgery unit"
"Fiona Stanley Hospital","WA","Neonatal intensive care unit"
"Fiona Stanley Hospital","WA","Neurosurgical unit"
"Fiona Stanley Hospital","WA","Obstetric services"
"Fiona Stanley Hospital","WA","Oncology unit"
"Fiona Stanley Hospital","WA","Paediatric service"
"Fiona Stanley Hospital","WA","Psychiatric unit"
"Fiona Stanley Hospital","WA","Rehabilitation unit"
"Fiona Stanley Hospital","WA","Renal transplantation unit"
"Fiona Stanley Hospital","WA","Sleep centre"
"Fitzroy Crossing Hospital","WA","Maintenance renal dialysis unit"
"Fremantle Hospital","WA","Domiciliary care unit"
"Fremantle Hospital","WA","Rehabilitation unit"
"Geraldton Hospital","WA","Domiciliary care unit"
"Geraldton Hospital","WA","Emergency department"
"Geraldton Hospital","WA","Geriatric assessment unit"
"Geraldton Hospital","WA","Maintenance renal dialysis unit"
"Geraldton Hospital","WA","Obstetric services"
"Geraldton Hospital","WA","Oncology unit"
"Geraldton Hospital","WA","Paediatric service"
"Geraldton Hospital","WA","Rehabilitation unit"
"Gnowangerup Hospital","WA","Domiciliary care unit"
"Gnowangerup Hospital","WA","Hospice care unit"
"Gnowangerup Hospital","WA","Nursing home care unit"
"Goomalling Hospital","WA","Domiciliary care unit"
"Goomalling Hospital","WA","Hospice care unit"
"Goomalling Hospital","WA","Nursing home care unit"
"Graylands Selby-Lemnos and Special Care Health Service","WA","Psychiatric unit"
"Harvey Hospital","WA","Domiciliary care unit"
"Harvey Hospital","WA","Nursing home care unit"
"Hedland Health Campus","WA","Domiciliary care unit"
"Hedland Health Campus","WA","Emergency department"
"Hedland Health Campus","WA","Geriatric assessment unit"
"Hedland Health Campus","WA","Maintenance renal dialysis unit"
"Hedland Health Campus","WA","Nursing home care unit"
"Hedland Health Campus","WA","Obstetric services"
"Hedland Health Campus","WA","Paediatric service"
"Joondalup Health Campus (Public)","WA","Coronary care unit"
"Joondalup Health Campus (Public)","WA","Emergency department"
"Joondalup Health Campus (Public)","WA","Geriatric assessment unit"
"Joondalup Health Campus (Public)","WA","In vitro fertilisation unit"
"Joondalup Health Campus (Public)","WA","Intensive care unit"
"Joondalup Health Campus (Public)","WA","Maintenance renal dialysis unit"
"Joondalup Health Campus (Public)","WA","Obstetric services"
"Joondalup Health Campus (Public)","WA","Oncology unit"
"Joondalup Health Campus (Public)","WA","Paediatric service"
"Joondalup Health Campus (Public)","WA","Psychiatric unit"
"Joondalup Health Campus (Public)","WA","Rehabilitation unit"
"Kalbarri Health Centre","WA","Domiciliary care unit"
"Kalgoorlie Hospital","WA","Emergency department"
"Kalgoorlie Hospital","WA","Maintenance renal dialysis unit"
"Kalgoorlie Hospital","WA","Obstetric services"
"Kalgoorlie Hospital","WA","Oncology unit"
"Kalgoorlie Hospital","WA","Paediatric service"
"Kalgoorlie Hospital","WA","Psychiatric unit"
"Karratha Health Campus","WA","Emergency department"
"Katanning Hospital","WA","Domiciliary care unit"
"Katanning Hospital","WA","Hospice care unit"
"Katanning Hospital","WA","Nursing home care unit"
"Kellerberrin Memorial Hospital","WA","Domiciliary care unit"
"Kellerberrin Memorial Hospital","WA","Hospice care unit"
"Kellerberrin Memorial Hospital","WA","Nursing home care unit"
"King Edward Memorial Hospital for Women","WA","Clinical genetics unit"
"King Edward Memorial Hospital for Women","WA","Diabetes unit"
"King Edward Memorial Hospital for Women","WA","Domiciliary care unit"
"King Edward Memorial Hospital for Women","WA","Emergency department"
"King Edward Memorial Hospital for Women","WA","Neonatal intensive care unit"
"King Edward Memorial Hospital for Women","WA","Obstetric services"
"King Edward Memorial Hospital for Women","WA","Oncology unit"
"King Edward Memorial Hospital for Women","WA","Psychiatric unit"
"Kojonup Hospital","WA","Domiciliary care unit"
"Kojonup Hospital","WA","Hospice care unit"
"Kojonup Hospital","WA","Nursing home care unit"
"Kondinin Districts Health Service","WA","Domiciliary care unit"
"Kondinin Districts Health Service","WA","Hospice care unit"
"Kondinin Districts Health Service","WA","Nursing home care unit"
"Kununoppin Health Service","WA","Domiciliary care unit"
"Kununoppin Health Service","WA","Hospice care unit"
"Kununoppin Health Service","WA","Nursing home care unit"
"Kununurra Hospital","WA","Nursing home care unit"
"Kununurra Hospital","WA","Obstetric services"
"Lake Grace Hospital","WA","Domiciliary care unit"
"Lake Grace Hospital","WA","Hospice care unit"
"Lake Grace Hospital","WA","Nursing home care unit"
"Laverton Hospital","WA","Nursing home care unit"
"Leonora Hospital","WA","Nursing home care unit"
"Margaret River Hospital","WA","Domiciliary care unit"
"Margaret River Hospital","WA","Obstetric services"
"Meekatharra Hospital","WA","Domiciliary care unit"
"Meekatharra Hospital","WA","Nursing home care unit"
"Merredin Health Service","WA","Domiciliary care unit"
"Merredin Health Service","WA","Hospice care unit"
"Merredin Health Service","WA","Nursing home care unit"
"Merredin Health Service","WA","Rehabilitation unit"
"Moora Hospital","WA","Domiciliary care unit"
"Moora Hospital","WA","Hospice care unit"
"Moora Hospital","WA","Nursing home care unit"
"Morawa Health Service","WA","Domiciliary care unit"
"Morawa Health Service","WA","Nursing home care unit"
"Mullewa Health Service","WA","Domiciliary care unit"
"Mullewa Health Service","WA","Nursing home care unit"
"Nannup Hospital","WA","Domiciliary care unit"
"Nannup Hospital","WA","Nursing home care unit"
"Narembeen Memorial Hospital","WA","Domiciliary care unit"
"Narembeen Memorial Hospital","WA","Hospice care unit"
"Narembeen Memorial Hospital","WA","Nursing home care unit"
"Narrogin Hospital","WA","Hospice care unit"
"Narrogin Hospital","WA","Obstetric services"
"Narrogin Hospital","WA","Oncology unit"
"Narrogin Hospital","WA","Rehabilitation unit"
"Next Step Drug And Alcohol Services, East Perth","WA","Alcohol and drug unit"
"Norseman Hospital","WA","Nursing home care unit"
"North Midlands Health Service","WA","Domiciliary care unit"
"North Midlands Health Service","WA","Nursing home care unit"
"Northam Hospital","WA","Domiciliary care unit"
"Northam Hospital","WA","Hospice care unit"
"Northam Hospital","WA","Obstetric services"
"Northam Hospital","WA","Oncology unit"
"Northam Hospital","WA","Rehabilitation unit"
"Northampton Kalbarri Health Service","WA","Domiciliary care unit"
"Northampton Kalbarri Health Service","WA","Nursing home care unit"
"Osborne Park Hospital","WA","Domiciliary care unit"
"Osborne Park Hospital","WA","Geriatric assessment unit"
"Osborne Park Hospital","WA","Major plastic or reconstructive surgery unit"
"Osborne Park Hospital","WA","Obstetric services"
"Osborne Park Hospital","WA","Rehabilitation unit"
"Peel Health Campus","WA","Emergency department"
"Peel Health Campus","WA","Hospice care unit"
"Peel Health Campus","WA","Maintenance renal dialysis unit"
"Peel Health Campus","WA","Obstetric services"
"Peel Health Campus","WA","Oncology unit"
"Peel Health Campus","WA","Rehabilitation unit"
"Pemberton Hospital","WA","Domiciliary care unit"
"Pemberton Hospital","WA","Nursing home care unit"
"Perth Children’s Hospital","WA","Emergency department"
"Pingelly Health Centre","WA","Domiciliary care unit"
"Plantagenet Hospital","WA","Domiciliary care unit"
"Plantagenet Hospital","WA","Hospice care unit"
"Plantagenet Hospital","WA","Nursing home care unit"
"Quairading Hospital","WA","Domiciliary care unit"
"Quairading Hospital","WA","Hospice care unit"
"Quairading Hospital","WA","Nursing home care unit"
"Ravensthorpe Health Centre","WA","Domiciliary care unit"
"Ravensthorpe Health Centre","WA","Hospice care unit"
"Ravensthorpe Health Centre","WA","Nursing home care unit"
"Rockingham General Hospital","WA","Diabetes unit"
"Rockingham General Hospital","WA","Emergency department"
"Rockingham General Hospital","WA","Geriatric assessment unit"
"Rockingham General Hospital","WA","Obstetric services"
"Rockingham General Hospital","WA","Oncology unit"
"Rockingham General Hospital","WA","Paediatric service"
"Rockingham General Hospital","WA","Psychiatric unit"
"Rockingham General Hospital","WA","Rehabilitation unit"
"Royal Perth Hospital Wellington Street Campus","WA","Acute renal dialysis unit"
"Royal Perth Hospital Wellington Street Campus","WA","AIDS unit"
"Royal Perth Hospital Wellington Street Campus","WA","Alcohol and drug unit"
"Royal Perth Hospital Wellington Street Campus","WA","Coronary care unit"
"Royal Perth Hospital Wellington Street Campus","WA","Diabetes unit"
"Royal Perth Hospital Wellington Street Campus","WA","Domiciliary care unit"
"Royal Perth Hospital Wellington Street Campus","WA","Emergency department"
"Royal Perth Hospital Wellington Street Campus","WA","Epilepsy centre"
"Royal Perth Hospital Wellington Street Campus","WA","Geriatric assessment unit"
"Royal Perth Hospital Wellington Street Campus","WA","Infectious diseases unit"
"Royal Perth Hospital Wellington Street Campus","WA","Intensive care unit"
"Royal Perth Hospital Wellington Street Campus","WA","Maintenance renal dialysis unit"
"Royal Perth Hospital Wellington Street Campus","WA","Major plastic or reconstructive surgery unit"
"Royal Perth Hospital Wellington Street Campus","WA","Oncology unit"
"Royal Perth Hospital Wellington Street Campus","WA","Psychiatric unit"
"Royal Perth Hospital Wellington Street Campus","WA","Sleep centre"
"Selby Authorised Lodge","WA","Psychiatric unit"
"Sir Charles Gairdner Hospital","WA","Acute renal dialysis unit"
"Sir Charles Gairdner Hospital","WA","Alcohol and drug unit"
"Sir Charles Gairdner Hospital","WA","Bone marrow transplantation unit"
"Sir Charles Gairdner Hospital","WA","Cardiac surgery unit"
"Sir Charles Gairdner Hospital","WA","Coronary care unit"
"Sir Charles Gairdner Hospital","WA","Diabetes unit"
"Sir Charles Gairdner Hospital","WA","Domiciliary care unit"
"Sir Charles Gairdner Hospital","WA","Emergency department"
"Sir Charles Gairdner Hospital","WA","Epilepsy centre"
"Sir Charles Gairdner Hospital","WA","Geriatric assessment unit"
"Sir Charles Gairdner Hospital","WA","Heart transplantation unit"
"Sir Charles Gairdner Hospital","WA","Infectious diseases unit"
"Sir Charles Gairdner Hospital","WA","Intensive care unit"
"Sir Charles Gairdner Hospital","WA","Liver transplantation unit"
"Sir Charles Gairdner Hospital","WA","Maintenance renal dialysis unit"
"Sir Charles Gairdner Hospital","WA","Major plastic or reconstructive surgery unit"
"Sir Charles Gairdner Hospital","WA","Neurosurgical unit"
"Sir Charles Gairdner Hospital","WA","Oncology unit"
"Sir Charles Gairdner Hospital","WA","Psychiatric unit"
"Sir Charles Gairdner Hospital","WA","Rehabilitation unit"
"Sir Charles Gairdner Hospital","WA","Renal transplantation unit"
"Sir Charles Gairdner Hospital","WA","Sleep centre"
"Southern Cross Hospital","WA","Domiciliary care unit"
"Southern Cross Hospital","WA","Hospice care unit"
"Southern Cross Hospital","WA","Nursing home care unit"
"St John of God Midland Public Hospital","WA","Coronary care unit"
"St John of God Midland Public Hospital","WA","Diabetes unit"
"St John of God Midland Public Hospital","WA","Emergency department"
"St John of God Midland Public Hospital","WA","Geriatric assessment unit"
"St John of God Midland Public Hospital","WA","Infectious diseases unit"
"St John of God Midland Public Hospital","WA","Oncology unit"
"St John of God Midland Public Hospital","WA","Paediatric service"
"St John of God Midland Public Hospital","WA","Psychiatric unit"
"St John of God Midland Public Hospital","WA","Rehabilitation unit"
"State Forensic Mental Health Service","WA","Psychiatric unit"
"Wagin Hospital","WA","Domiciliary care unit"
"Wagin Hospital","WA","Hospice care unit"
"Wagin Hospital","WA","Nursing home care unit"
"Warren Hospital","WA","Domiciliary care unit"
"Warren Hospital","WA","Obstetric services"
"Wongan Hills Hospital","WA","Domiciliary care unit"
"Wongan Hills Hospital","WA","Hospice care unit"
"Wongan Hills Hospital","WA","Nursing home care unit"
"Wyalkatchem-Koorda and Districts Hospital","WA","Domiciliary care unit"
"Wyalkatchem-Koorda and Districts Hospital","WA","Hospice care unit"
"Wyalkatchem-Koorda and Districts Hospital","WA","Nursing home care unit"
"York Hospital","WA","Domiciliary care unit"
"York Hospital","WA","Hospice care unit"
"York Hospital","WA","Nursing home care unit"
"Launceston General Hospital","Tas","Acute renal dialysis unit"
"Launceston General Hospital","Tas","Coronary care unit"
"Launceston General Hospital","Tas","Diabetes unit"
"Launceston General Hospital","Tas","Emergency department"
"Launceston General Hospital","Tas","Geriatric assessment unit"
"Launceston General Hospital","Tas","Intensive care unit"
"Launceston General Hospital","Tas","Maintenance renal dialysis unit"
"Launceston General Hospital","Tas","Obstetric services"
"Launceston General Hospital","Tas","Oncology unit"
"Launceston General Hospital","Tas","Paediatric service"
"Launceston General Hospital","Tas","Psychiatric unit"
"Launceston General Hospital","Tas","Rehabilitation unit"
"Mersey Community Hospital","Tas","Emergency department"
"Mersey Community Hospital","Tas","Paediatric service"
"Mersey Community Hospital","Tas","Sleep centre"
"North West Regional Hospital","Tas","Coronary care unit"
"North West Regional Hospital","Tas","Diabetes unit"
"North West Regional Hospital","Tas","Emergency department"
"North West Regional Hospital","Tas","Geriatric assessment unit"
"North West Regional Hospital","Tas","Oncology unit"
"North West Regional Hospital","Tas","Paediatric service"
"North West Regional Hospital","Tas","Psychiatric unit"
"North West Regional Hospital","Tas","Rehabilitation unit"
"Royal Hobart Hospital","Tas","Acute renal dialysis unit"
"Royal Hobart Hospital","Tas","Bone marrow transplantation unit"
"Royal Hobart Hospital","Tas","Burns unit"
"Royal Hobart Hospital","Tas","Cardiac surgery unit"
"Royal Hobart Hospital","Tas","Clinical genetics unit"
"Royal Hobart Hospital","Tas","Coronary care unit"
"Royal Hobart Hospital","Tas","Diabetes unit"
"Royal Hobart Hospital","Tas","Emergency department"
"Royal Hobart Hospital","Tas","Geriatric assessment unit"
"Royal Hobart Hospital","Tas","Hospice care unit"
"Royal Hobart Hospital","Tas","Infectious diseases unit"
"Royal Hobart Hospital","Tas","Intensive care unit"
"Royal Hobart Hospital","Tas","Maintenance renal dialysis unit"
"Royal Hobart Hospital","Tas","Major plastic or reconstructive surgery unit"
"Royal Hobart Hospital","Tas","Neonatal intensive care unit"
"Royal Hobart Hospital","Tas","Neurosurgical unit"
"Royal Hobart Hospital","Tas","Obstetric services"
"Royal Hobart Hospital","Tas","Oncology unit"
"Royal Hobart Hospital","Tas","Paediatric service"
"Royal Hobart Hospital","Tas","Psychiatric unit"
"Royal Hobart Hospital","Tas","Rehabilitation unit"
"Royal Hobart Hospital","Tas","Sleep centre"
"Alice Springs Hospital","NT","Acute renal dialysis unit"
"Alice Springs Hospital","NT","Coronary care unit"
"Alice Springs Hospital","NT","Diabetes unit"
"Alice Springs Hospital","NT","Emergency department"
"Alice Springs Hospital","NT","Geriatric assessment unit"
"Alice Springs Hospital","NT","Infectious diseases unit"
"Alice Springs Hospital","NT","Intensive care unit"
"Alice Springs Hospital","NT","Maintenance renal dialysis unit"
"Alice Springs Hospital","NT","Major plastic or reconstructive surgery unit"
"Alice Springs Hospital","NT","Neurosurgical unit"
"Alice Springs Hospital","NT","Obstetric services"
"Alice Springs Hospital","NT","Oncology unit"
"Alice Springs Hospital","NT","Paediatric service"
"Alice Springs Hospital","NT","Psychiatric unit"
"Alice Springs Hospital","NT","Rehabilitation unit"
"Alice Springs Hospital","NT","Sleep centre"
"Gove Hospital","NT","Domiciliary care unit"
"Gove Hospital","NT","Emergency department"
"Gove Hospital","NT","Obstetric services"
"Katherine Hospital","NT","Emergency department"
"Katherine Hospital","NT","Maintenance renal dialysis unit"
"Katherine Hospital","NT","Obstetric services"
"Katherine Hospital","NT","Paediatric service"
"Royal Darwin Hospital","NT","Acute renal dialysis unit"
"Royal Darwin Hospital","NT","Coronary care unit"
"Royal Darwin Hospital","NT","Diabetes unit"
"Royal Darwin Hospital","NT","Emergency department"
"Royal Darwin Hospital","NT","Geriatric assessment unit"
"Royal Darwin Hospital","NT","Hospice care unit"
"Royal Darwin Hospital","NT","In vitro fertilisation unit"
"Royal Darwin Hospital","NT","Infectious diseases unit"
"Royal Darwin Hospital","NT","Intensive care unit"
"Royal Darwin Hospital","NT","Maintenance renal dialysis unit"
"Royal Darwin Hospital","NT","Major plastic or reconstructive surgery unit"
"Royal Darwin Hospital","NT","Neonatal intensive care unit"
"Royal Darwin Hospital","NT","Neurosurgical unit"
"Royal Darwin Hospital","NT","Obstetric services"
"Royal Darwin Hospital","NT","Oncology unit"
"Royal Darwin Hospital","NT","Paediatric service"
"Royal Darwin Hospital","NT","Psychiatric unit"
"Royal Darwin Hospital","NT","Rehabilitation unit"
"Royal Darwin Hospital","NT","Sleep centre"
"Tennant Creek Hospital","NT","Diabetes unit"
"Tennant Creek Hospital","NT","Emergency department"
"Tennant Creek Hospital","NT","Maintenance renal dialysis unit"
"Tennant Creek Hospital","NT","Obstetric services"
"Tennant Creek Hospital","NT","Paediatric service"
"Tennant Creek Hospital","NT","Rehabilitation unit"
"Calvary Public Hospital","ACT","Coronary care unit"
"Calvary Public Hospital","ACT","Diabetes unit"
"Calvary Public Hospital","ACT","Emergency department"
