"Hospital","State","Peer group","Time period","Type of case","Proxy reporting","Cases","Patient days under surveillance","Rate per 10,000 patient days","","Peer group average"
"St George Hospital NSW","NSW","Major hospitals","2016–17","MSSA","","17","221526","0.77","","0.87"
"St George Hospital NSW","NSW","Major hospitals","2017–18","MSSA","","18","223822","0.80","","0.81"
"St Joseph's Hospital","NSW","Unpeered","2010–11","Total","","0","20759","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2011–12","Total","","1","21061","0.47","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2012–13","Total","","0","21398","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2013–14","Total","",NA,NA,NA,"","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2014–15","Total","",NA,NA,NA,"","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2015–16","Total","","0","19693","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2016–17","Total","","0","20115","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2017–18","Total","","0","19819","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2016–17","MRSA","","0","20115","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2017–18","MRSA","","0","19819","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2016–17","MSSA","","0","20115","0","","Not peered"
"St Joseph's Hospital","NSW","Unpeered","2017–18","MSSA","","0","19819","0","","Not peered"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2010–11","Total","","16","133971","1.19","","1.63"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2011–12","Total","","12","131658","0.91","","1.41"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2012–13","Total","","19","133150","1.43","","1.36"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2013–14","Total","","32","134259","2.38","","1.32"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2014–15","Total","","16","156038","1.03","","1.12"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2015–16","Total","","8","167954","0.48","","1.02"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2016–17","Total","","13","167130","0.78","","1.08"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2017–18","Total","","16","195436","0.82","","1"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2016–17","MRSA","","1","167130","0.06","","0.21"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2017–18","MRSA","","5","195436","0.26","","0.18"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2016–17","MSSA","","12","167130","0.72","","0.87"
"St Vincent’s Hospital [Darlinghurst]","NSW","Major hospitals","2017–18","MSSA","","11","195436","0.56","","0.81"
"Sutherland Hospital","NSW","Large hospitals","2010–11","Total","","18","106095","1.70","","1"
"Sutherland Hospital","NSW","Large hospitals","2011–12","Total","","13","108758","1.20","","0.93"
"Sutherland Hospital","NSW","Large hospitals","2012–13","Total","","18","107907","1.67","","0.97"
"Sutherland Hospital","NSW","Large hospitals","2013–14","Total","","9","103696","0.87","","0.85"
"Sutherland Hospital","NSW","Large hospitals","2014–15","Total","","9","103304","0.87","","0.80"
"Sutherland Hospital","NSW","Large hospitals","2015–16","Total","","8","104724","0.76","","0.68"
"Sutherland Hospital","NSW","Large hospitals","2016–17","Total","","9","106688","0.84","","0.73"
"Sutherland Hospital","NSW","Large hospitals","2017–18","Total","","11","114203","0.96","","0.67"
"Sutherland Hospital","NSW","Large hospitals","2016–17","MRSA","","2","106688","0.19","","0.14"
"Sutherland Hospital","NSW","Large hospitals","2017–18","MRSA","","8","114203","0.70","","0.10"
"Sutherland Hospital","NSW","Large hospitals","2016–17","MSSA","","7","106688","0.66","","0.60"
"Sutherland Hospital","NSW","Large hospitals","2017–18","MSSA","","3","114203","0.26","","0.56"
"Sydney Children's Hospital","NSW","Children's hospitals","2010–11","Total","","9","48309","1.86","","1.24"
"Sydney Children's Hospital","NSW","Children's hospitals","2011–12","Total","","6","47503","1.26","","1.14"
"Sydney Children's Hospital","NSW","Children's hospitals","2012–13","Total","","10","50275","1.99","","1.19"
"Sydney Children's Hospital","NSW","Children's hospitals","2013–14","Total","","6","49379","1.22","","1.27"
"Sydney Children's Hospital","NSW","Children's hospitals","2014–15","Total","","5","47191","1.06","","1.24"
"Sydney Children's Hospital","NSW","Children's hospitals","2015–16","Total","","4","49341","0.81","","1.21"
"Sydney Children's Hospital","NSW","Children's hospitals","2016–17","Total","","3","49530","0.61","","0.82"
"Sydney Children's Hospital","NSW","Children's hospitals","2017–18","Total","","9","46488","1.94","","1.42"
"Sydney Children's Hospital","NSW","Children's hospitals","2016–17","MRSA","","0","49530","0","","0.09"
"Sydney Children's Hospital","NSW","Children's hospitals","2017–18","MRSA","","0","46488","0","","0.15"
"Sydney Children's Hospital","NSW","Children's hospitals","2016–17","MSSA","","3","49530","0.61","","0.72"
"Sydney Children's Hospital","NSW","Children's hospitals","2017–18","MSSA","","9","46488","1.94","","1.27"
"Sydney Dental Hospital","NSW","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2012–13","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2013–14","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2014–15","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2015–16","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2016–17","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2017–18","Total","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2016–17","MRSA","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2017–18","MRSA","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2016–17","MSSA","",NA,NA,NA,"","Not peered"
"Sydney Dental Hospital","NSW","Unpeered","2017–18","MSSA","",NA,NA,NA,"","Not peered"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2010–11","Total","","1","25102","0.40","","0.68"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2011–12","Total","","2","24700","0.81","","0.50"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2012–13","Total","","0","23107","0","","0.63"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2013–14","Total","","1","22571","0.44","","0.47"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2014–15","Total","","1","24083","0.42","","0.42"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2015–16","Total","","1","23286","0.43","","0.51"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2016–17","Total","","0","22499","0","","0.49"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2017–18","Total","","0","23022","0","","0.55"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2016–17","MRSA","","0","22499","0","","0.08"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2017–18","MRSA","","0","23022","0","","0.11"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2016–17","MSSA","","0","22499","0","","0.42"
"Sydney Hospital / Sydney Eye Hospital","NSW","Medium hospitals","2017–18","MSSA","","0","23022","0","","0.44"
"Tamworth Hospital","NSW","Large hospitals","2010–11","Total","","9","78245","1.15","","1"
"Tamworth Hospital","NSW","Large hospitals","2011–12","Total","","8","80677","0.99","","0.93"
"Tamworth Hospital","NSW","Large hospitals","2012–13","Total","","6","80880","0.74","","0.97"
"Tamworth Hospital","NSW","Large hospitals","2013–14","Total","","3","78247","0.38","","0.85"
"Tamworth Hospital","NSW","Large hospitals","2014–15","Total","","5","80596","0.62","","0.80"
"Tamworth Hospital","NSW","Large hospitals","2015–16","Total","","8","81298","0.98","","0.68"
"Tamworth Hospital","NSW","Large hospitals","2016–17","Total","","7","83396","0.84","","0.73"
"Tamworth Hospital","NSW","Large hospitals","2017–18","Total","","7","84368","0.83","","0.67"
"Tamworth Hospital","NSW","Large hospitals","2016–17","MRSA","","1","83396","0.12","","0.14"
"Tamworth Hospital","NSW","Large hospitals","2017–18","MRSA","","2","84368","0.24","","0.10"
"Tamworth Hospital","NSW","Large hospitals","2016–17","MSSA","","6","83396","0.72","","0.60"
"Tamworth Hospital","NSW","Large hospitals","2017–18","MSSA","","5","84368","0.59","","0.56"
"Temora Hospital","NSW","Unpeered","2010–11","Total","","0","5764","0","","Not peered"
"Temora Hospital","NSW","Unpeered","2011–12","Total","","0","6300","0","","Not peered"
"Temora Hospital","NSW","Unpeered","2012–13","Total","","0","6287","0","","Not peered"
"Temora Hospital","NSW","Unpeered","2013–14","Total","","1","5492","1.82","","Not peered"
"Temora Hospital","NSW","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2015–16","Total","","1","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2016–17","Total","","2","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2016–17","MRSA","","2","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Temora Hospital","NSW","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Tenterfield Hospital","NSW","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2010–11","Total","","19","139002","1.37","","1.24"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2011–12","Total","","12","128740","0.93","","1.14"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2012–13","Total","","10","104442","0.96","","1.19"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2013–14","Total","","16","109543","1.46","","1.27"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2014–15","Total","","21","111365","1.89","","1.24"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2015–16","Total","","13","108554","1.20","","1.21"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2016–17","Total","","9","103541","0.87","","0.82"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2017–18","Total","","4","103187","0.39","","1.42"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2016–17","MRSA","","2","103541","0.19","","0.09"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2017–18","MRSA","","1","103187","0.10","","0.15"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2016–17","MSSA","","7","103541","0.68","","0.72"
"The Children's Hospital at Westmead","NSW","Children's hospitals","2017–18","MSSA","","3","103187","0.29","","1.27"
"The Tweed Hospital","NSW","Large hospitals","2010–11","Total","","15","85155","1.76","","1"
"The Tweed Hospital","NSW","Large hospitals","2011–12","Total","","9","85281","1.06","","0.93"
"The Tweed Hospital","NSW","Large hospitals","2012–13","Total","","11","84542","1.30","","0.97"
"The Tweed Hospital","NSW","Large hospitals","2013–14","Total","","5","85896","0.58","","0.85"
"The Tweed Hospital","NSW","Large hospitals","2014–15","Total","","3","87398","0.34","","0.80"
"The Tweed Hospital","NSW","Large hospitals","2015–16","Total","","5","88692","0.56","","0.68"
"The Tweed Hospital","NSW","Large hospitals","2016–17","Total","","7","95387","0.73","","0.73"
"The Tweed Hospital","NSW","Large hospitals","2017–18","Total","","6","102871","0.58","","0.67"
"The Tweed Hospital","NSW","Large hospitals","2016–17","MRSA","","1","95387","0.10","","0.14"
"The Tweed Hospital","NSW","Large hospitals","2017–18","MRSA","","0","102871","0","","0.10"
"The Tweed Hospital","NSW","Large hospitals","2016–17","MSSA","","6","95387","0.63","","0.60"
"The Tweed Hospital","NSW","Large hospitals","2017–18","MSSA","","6","102871","0.58","","0.56"
"Thomas Walker Hospital","NSW","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2013–14","Total","",NA,NA,NA,"","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2014–15","Total","",NA,NA,NA,"","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2016–17","Total","",NA,NA,NA,"","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2016–17","MRSA","",NA,NA,NA,"","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2016–17","MSSA","",NA,NA,NA,"","Not peered"
"Thomas Walker Hospital","NSW","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2012–13","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2013–14","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2014–15","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2015–16","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2016–17","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2017–18","Total","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2016–17","MRSA","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2017–18","MRSA","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2016–17","MSSA","",NA,NA,NA,"","Not peered"
"Tibooburra Hospital","NSW","Unpeered","2017–18","MSSA","",NA,NA,NA,"","Not peered"
"Tingha Multi Purpose Service","NSW","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Tingha Multi Purpose Service","NSW","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
